,X,GISJOINID,POP15,POP15DEN,PCTPOPCHA,MDAGE,PCINC15,PCTINCCHA,MDHV15,MDHVCHA,MDCRENT15,PCTMDCR,PCTHSAFF15,PCTHSBRD15,PCTBACH15,PCTVA15,PCTFAM15,HSUNIT15,HS15DEN,MDBLDAGE15,PCTCTLT15,PCTCT1540,PCTCTMT40,PCTPT,PCTMBW,PCTCAR,PCTSAMEHS,PCTMETROPC,CL11_2,CL4_2
1052,1052,G42010100019002,1206,22594.00666,7.2954,32.9,37401,45.4104,283500,0.9615,887,28.5507,60.6061,31.9865,61.2403,6.0117,35.4134,682,12777.04191,76,8.9744,71.5385,19.4872,18.77300614,35.8282,38.4049,77.0903,17.9766,4,1
1053,1053,G42010100389002,1093,11605.03148,-22.7016,54.1,34343,40.1755,184200,-14.6036,612,-4.8212,49.6296,46.6667,24.2767,8.4507,49.0385,568,6030.794035,63,11.2583,58.2781,30.4636,15.49893843,6.1571,74.5223,92.053,6.5279,5,3
1054,1054,G42010100317004,1461,17389.70953,-11.3471,32.4,20972,8.5732,130400,-15.1042,804,42.5532,68.3761,5.9829,4.4994,0,69.6589,557,6629.752366,66,21.2553,27.6748,51.0699,3.566333809,0,96.4337,88.5695,11.4305,5,3
1055,1055,G42010100069003,632,12250.35106,-7.0588,30,12863,-21.4425,64600,27.1654,680,13.1448,18.9349,69.2308,12.2016,34.4118,59.1928,340,6590.378734,65,0,54.8837,45.1163,72.55813953,0,27.4419,89.7152,10.2848,3,4
1056,1056,G42010100069001,949,4710.61224,-38.6158,24.3,6343,0.3163,0,0,173,-4.9451,75.9894,15.3034,3.4858,3.2258,53.0769,403,2000.396979,65,31.1594,42.029,26.8116,68.84057971,0,31.1594,72.885,27.115,3,4
1057,1057,G42010100218001,1539,8586.554205,-7.7891,30.2,33028,8.7771,241000,-17.7194,1158,1.9366,54.8336,37.5594,65.1019,17.1346,30.6075,1033,5763.424622,49,14.7937,64.7226,20.4836,13.85041551,0,83.518,80.1587,13.8228,2,2
1058,1058,G42010100387001,618,5779.407745,-8.0357,45.8,60418,24.2402,364300,-8.0979,1359,75.5814,54.0984,13.1148,82.9741,1.7301,51.4085,289,2702.668023,76,10.4317,61.5108,28.0576,18.06020067,6.3545,68.5619,94.9239,3.7225,10,2
1059,1059,G42010100236002,1193,11486.80514,7.5744,42.4,36823,10.1924,339400,-8.1213,863,20.6993,63.7168,25.2212,49.0928,0,44.2177,441,4246.170216,72,10.0264,63.5884,26.3852,28.96725441,4.7859,61.7128,85.5826,12.4057,10,2
1060,1060,G42010100237001,1061,13120.4675,-17.0446,40.5,30064,12.5824,0,0,1038,23.7187,64.6817,18.8912,53.567,7.0934,40.2235,578,7147.625084,74,9.0734,55.4054,35.5212,40.82397004,7.1161,49.0637,84.236,12.766,5,4
1061,1061,G42010100020001,1403,22429.71631,7.0992,30.9,23395,70.3189,114800,50.6562,812,73.8758,65.1639,29.5082,28.6757,17.3484,45.7338,709,11334.76041,76,22.8863,59.4752,17.6385,18.30985915,29.8592,48.4507,85.9206,9.6751,11,4
1062,1062,G42010100020002,708,14397.72586,26.4286,48.6,19692,86.072,69300,-38.9965,770,98.4536,25.6198,33.8843,12.4498,32.5758,41.9476,396,8052.965314,76,16.388,68.8963,14.7157,23.24840764,24.5223,47.4522,94.1512,5.8488,6,4
1063,1063,G42010100032004,847,15656.75998,4.6972,33.2,11617,74.4818,57800,-18.9341,542,37.2152,37.3134,28.3582,4.5643,21.9753,54.4304,405,7486.408257,76,7.6389,73.9583,18.4028,58.68055556,0,41.3194,78.4289,17.581,6,4
1064,1064,G42010100029001,1493,34800.84336,-8.5732,38.1,38788,40.4548,263300,13.9827,712,30.1645,72.6073,27.3927,39.9828,3.7627,52.1805,691,16106.75336,76,8.0052,68.3727,23.622,29.65879265,21.7848,46.5879,78.2514,19.1474,11,1
1065,1065,G42010100073001,773,28911.50339,-4.92,29.4,16701,29.2447,65700,37.7358,507,70.7071,47.6793,52.3207,13.5827,21.3656,52.381,454,16980.36551,69,0,59.8662,40.1338,50.32894737,11.8421,36.1842,70.5045,24.0621,11,4
1066,1066,G42010100074003,971,25843.36005,36.5682,45,16433,1.8469,82900,29.3292,653,46.085,20.9677,66.129,18.3673,7.5188,61.3821,266,7079.643433,76,0,56.8627,43.1373,63.60424028,8.1272,18.3746,92.276,3.9135,3,4
1067,1067,G42010100074001,797,28315.40319,-7.7546,25.3,24367,129.4228,136500,213.0734,867,44.5,46.3636,45.4545,31.2649,12.2807,42.8,285,10125.33238,73,19.9387,53.681,26.3804,50.14925373,20.2985,26.8657,83.3552,15.4653,11,4
1068,1068,G42010100078001,884,23696.68525,-21.4222,36.4,23922,25.7464,268000,-36.236,903,8.5337,43.7209,47.907,36.6324,28.2937,41.5663,463,12411.27293,72,8.4239,83.4239,8.1522,13.40206186,31.1856,50.2577,80.7692,13.8009,6,4
1069,1069,G42010100078004,660,16740.10007,-22.5352,31.6,29807,-41.7457,309700,-21.6941,1163,23.7234,43.4211,37.7193,71.5548,16.5266,30.5369,357,9054.872312,76,9.6774,66.3978,23.9247,28.06122449,31.6327,35.2041,50.7837,41.0658,9,1
1070,1070,G42010100240001,1591,28136.49176,-6.9591,36,38593,31.7482,231800,20.6035,932,13.5201,47.6636,30.2804,63.3849,20.4962,35.2782,927,16393.79501,63,10.2241,55.8824,33.8936,39.53786906,3.3376,48.7805,82.0779,9.4805,11,4
1071,1071,G42010100242001,666,10852.02315,110.0946,48.3,16631,-18.1948,212200,231.5625,625,18.8213,45.8716,21.1009,26.6533,12.6984,64.0909,252,4106.170921,76,5.988,71.2575,22.7545,8.994708995,11.1111,68.254,87.6923,12.3077,5,3
1072,1072,G42010100244002,983,18055.52699,2.5026,32.5,12490,-38.3727,108900,4.5106,850,-15.3386,31.9588,55.6701,5.7491,10.7649,62.5397,353,6483.82607,76,0,55.0676,44.9324,19.14285714,0,65.4286,92.7966,3.178,8,3
1073,1073,G42010100245004,606,10480.54613,-2.7287,25.9,14335,1.5227,110400,54.4056,682,53.2584,24.6835,69.6203,18.2635,11.6041,48.2625,293,5067.326761,76,0,23.125,76.875,48.91304348,0,33.6957,89.769,8.7459,3,4
1074,1074,G42010100074004,1616,25759.20167,11.6793,24.8,9181,-33.8973,62900,-0.6319,641,64.7815,15.5673,41.6887,1.375,23.7624,48.0519,808,12879.60084,75,14.121,62.8242,23.0548,34.29394813,8.3573,57.3487,93.4881,6.5119,11,4
1075,1075,G42010100080004,1063,19586.86423,-17.8516,32.9,17376,40.6964,93300,40.3008,713,11.7555,30.0752,36.0902,13.5618,31.38,64.1873,529,9747.367053,76,3.4286,70.5714,26,60.57142857,3.4286,31.1429,78.4124,20.6196,6,4
1076,1076,G42010100090003,1478,24341.57291,-16.7793,22.4,6200,-27.7473,154500,-29.4521,951,29.7408,13.0872,35.2349,58.952,16.7488,7.1006,406,6686.521382,76,16.035,54.8105,29.1545,40.11299435,20.6215,31.9209,77.5372,20.2977,9,4
1077,1077,G42010100091003,1529,37557.8624,55.2284,45,12273,-45.6755,97000,-20.1646,290,3.9427,64.6628,20.9677,22.0626,12.0181,28.6082,882,21665.16327,46,4.1401,69.4268,26.4331,79.6969697,7.8788,7.5758,79.0713,17.8548,11,4
1078,1078,G42010100084005,667,28291.8215,10.4305,26.6,12107,-44.2972,87600,19.8358,695,50.108,15.4472,69.9187,16.5775,28.8288,47.6793,333,14124.70249,73,23.0769,33.6538,43.2692,38.46153846,33.6538,27.8846,73.1634,26.8366,3,4
1079,1079,G42010100085001,1003,29692.68496,52.2003,40.6,14989,-28.9924,118400,63.3103,659,3.6164,17.2043,62.3656,17.0616,18.9573,55.2632,422,12492.83455,76,9.5238,50.1401,40.3361,62.09677419,5.3763,28.4946,83.0052,16.9948,3,4
1080,1080,G42010100247002,1029,9292.580478,28.625,33.3,13068,-12.1065,120500,-5.9329,541,-18.5241,21.0744,55.3719,14.2165,21.8029,44.2359,477,4307.639347,71,14.1844,50.3546,35.461,20.92198582,2.8369,76.2411,86.8805,10.4956,8,3
1081,1081,G42010100247003,895,12257.03129,65.7407,26.2,12519,-48.6231,96000,7.7441,725,17.8862,42.4,41.6,19.5402,26.158,50.1845,367,5026.06758,71,10.9215,21.843,67.2355,19.11262799,0,72.6962,79.8196,18.3766,3,4
1082,1082,G42010100348021,2820,22878.38029,10.7185,30.8,20183,-4.346,177500,3.4985,820,10.5121,52.4752,42.4505,21.7224,6.8847,54.8059,1162,9427.190744,47,7.2309,53.0813,39.6878,16.68036154,0,83.3196,85.0355,14.9645,2,3
1083,1083,G42010100349001,760,1902.225934,-57.0379,37.5,19417,45.163,144000,5.3402,776,38.5714,78.0822,21.9178,9.3385,19.9475,52.7869,381,953.6158958,55,27.1903,51.0574,21.7523,16.6163142,17.5227,65.861,94.2105,1.9737,5,3
1084,1084,G42010100352002,830,5453.42524,2.2167,42.2,31469,11.8938,205700,-27.8752,1047,41.8699,63.8554,36.1446,4.6875,2.583,78.7879,271,1780.576193,40,14.2857,67.619,18.0952,11.66666667,1.4286,81.6667,93.0292,5.0697,5,3
1085,1085,G42010100095003,561,14606.68336,-42.5793,47.4,12663,-12.2149,58900,36.0277,0,0,19.3878,65.3061,9.9256,29.4964,30.6122,417,10857.37426,75,27.1186,37.8531,35.0282,46.32768362,0,53.6723,86.0963,9.6257,6,4
1086,1086,G42010100096001,838,16251.36237,-4.119,38.9,17313,33.9083,68300,-7.7027,390,-20.5703,40,38.75,15.0084,34.0164,59.6273,488,9463.800521,76,0,33.0317,66.9683,18.51851852,0,72.428,89.2601,5.0119,3,4
1087,1087,G42010100090004,1733,35110.83155,50.6957,19.5,4341,-69.1405,0,0,938,-40.1404,25.5319,52.1277,75.8065,24.3243,14.7959,259,5247.377595,76,55.7522,28.6136,15.6342,13.97849462,52.4194,22.5806,32.3716,14.0219,9,1
1088,1088,G42010100092001,1890,13720.00537,12.4331,26.1,12458,-13.1665,118600,9.7132,235,9.3023,63.9683,14.4444,17.3695,12.1573,52.6459,839,6090.520904,50,19.7935,43.2014,37.0052,61.61790017,10.8434,27.5387,87.9365,6.5079,3,4
1089,1089,G42010100095002,522,27697.87509,-40.4789,31.5,8717,-6.6002,93500,81.9066,639,17.2477,25.6637,37.1681,16.2866,39.527,84.3575,296,15706.07476,72,12.2302,78.4173,9.3525,46.76258993,0,53.2374,96.1686,3.8314,6,4
1090,1090,G42010100096002,1029,44743.28888,17.8694,28.5,9966,-19.0283,75500,77.6471,723,9.5455,17.1975,66.879,1.6698,11.7486,61.9195,366,15914.52257,76,0,46.6667,53.3333,35.43859649,0,64.5614,86.5538,13.4462,8,4
1091,1091,G42010100352003,1097,6908.97339,-10.9578,48.9,36552,12.7626,253600,16.1172,772,16.7927,54.0146,45.9854,22.2096,16.5829,57.2289,597,3759.942674,55,23.2082,39.4198,37.372,10.23890785,3.0717,86.6894,92.5251,5.3783,5,3
1092,1092,G42010100355003,2683,6634.850971,5.1744,40.5,24425,-9.1568,211600,-10.8302,716,-1.3774,66.1568,25.8126,24.1486,8.3976,58.0917,1167,2885.900515,48,5.5662,44.8177,49.6161,15.17436381,0,81.9039,97.176,1.354,2,3
1093,1093,G42010100358001,3751,11021.13134,38.1584,37.6,21827,-29.9271,241800,0.792,875,-14.8833,80.4167,13.3333,22.1524,2.808,78.9376,1104,3243.756064,50,24.4044,38.5061,37.0895,4.205900816,0,89.4539,98.0027,1.0256,2,3
1094,1094,G42010100359001,2226,7413.103044,-4.6681,55.2,32716,21.2602,246900,-3.2144,320,-3.9039,60.5691,30.4878,32.6646,3.6554,54.7425,1149,3826.439981,45,16.6271,33.3729,50,7.368421053,1.8713,85.9649,92.9021,6.4241,2,3
1095,1095,G42010100098022,3152,30196.62284,34.8738,27.8,18761,-17.1151,145400,10.4024,1315,42.9348,30.3922,28.4314,30.2271,1.3528,76.1603,961,9206.521112,58,3.4865,50.6339,45.8796,38.51030111,2.4564,59.0333,98.5531,1.4469,2,3
1096,1096,G42010100098021,1350,22122.11351,-14.9338,41.6,25205,16.3129,148000,27.5862,777,-1.0191,62.449,31.4286,28.1828,19.9382,66.2162,647,10602.22773,63,9.8667,65.2,24.9333,37.04663212,0,60.1036,98.963,1.037,5,3
1097,1097,G42010100100002,945,33740.72656,38.3602,31.4,14957,-13.0104,105900,-5.699,621,0.9756,0,75.2066,12.4334,17.0984,67.1875,386,13781.9264,68,14.121,43.804,42.0749,34.58213256,3.4582,61.9597,91.3228,0,8,4
1098,1098,G42010100263021,1076,20087.012,-29.2571,51.1,22178,9.754,139800,21.8832,0,0,0,0,12.3864,0,41.958,429,8008.669281,67,1.2876,69.7425,28.97,30.472103,0,63.5193,93.152,6.848,5,3
1099,1099,G42010100263023,799,14426.36668,81.1791,50.9,26607,-8.5859,146000,-6.6496,0,0,57.6271,42.3729,13.6054,0,71.2401,379,6843.045022,63,0,76.5013,23.4987,36.03133159,0,63.9687,97.1214,2.8786,5,3
1100,1100,G42010100264001,752,13970.36567,51.3078,41,17976,-35.5375,174700,-1.0759,0,0,100,0,0,0,62.4549,277,5145.999058,67,0,54.4828,45.5172,36.20689655,0,63.7931,98.4043,0,5,3
1101,1101,G42010100264004,1340,44507.67765,11.0191,44.7,25375,14.5081,112300,17.9622,0,0,0,0,22.1729,0,79.3926,461,15311.9697,72,9.5023,56.5611,33.9367,3.318250377,0,96.6817,94.5522,4.403,5,3
1102,1102,G42010100265002,917,15164.81733,-26.874,39.7,20162,0.4584,117600,22.1184,725,-3.9735,9.5238,90.4762,15.2397,18.9744,66.4557,390,6449.595157,64,12.3529,60.8824,26.7647,67.0487106,0,30.3725,94.9339,4.8458,6,4
1103,1103,G42010100144003,1047,20263.71587,11.7396,28.5,17362,7.0143,168800,286.27,959,252.5735,41.2844,48.6239,19.8748,16.4671,59.4982,334,6464.260841,76,30.1994,55.2707,14.5299,30.1994302,19.0883,50.7123,89.1156,10.0097,7,4
1104,1104,G42010100156001,915,9399.763993,12.8237,28.2,15578,30.7208,143800,141.2752,939,186.2805,52.7778,47.2222,22.7599,15.2695,47.7032,334,3431.170681,71,23.8213,47.6427,28.536,37.96526055,13.3995,48.6352,75.1913,22.4044,11,4
1105,1105,G42010100162002,897,10397.60128,-16.2465,23.2,6893,2.896,72000,45.1613,716,79.8995,35.461,39.0071,8.9862,19.3548,58.6667,279,3234.036518,76,9.1667,67.5,23.3333,17.8343949,6.3694,52.2293,70.3107,29.6893,6,4
1106,1106,G42010100157003,896,7602.446141,-32.8336,32.3,17610,10.5045,180400,61.6487,758,-8.2324,60.6383,17.5532,37.8303,24.5146,41.8006,412,3495.767645,64,24.031,50.7752,25.1938,32.75193798,9.6899,57.5581,82.8375,7.2082,6,4
1107,1107,G42010100125003,1229,8025.537652,-8.5565,27.3,45579,14.7652,0,0,1483,15.7689,50.9804,35.2941,70.245,12.5714,23.5294,700,4571.095489,56,24.4055,63.7046,11.8899,18.37968561,58.7666,17.6542,46.986,31.7093,9,1
1108,1108,G42010100136024,612,44257.72587,5.3356,38.2,50573,10.6461,358800,-2.8695,991,-17.9636,92.5926,7.4074,63.4409,9.622,53.2319,291,21044.11475,76,17.3797,71.3904,11.2299,39.83957219,25.6684,34.492,93.9542,0,10,2
1109,1109,G42010100137004,1002,39922.35125,171.5447,29.7,34361,21.1302,171900,52.8,747,9.3704,35.443,47.6793,56.7939,13.4855,65.2278,482,19204.16497,76,11.1639,54.3943,34.4418,37.44855967,7.2016,41.9753,82.487,13.3679,11,4
1110,1110,G42010100280002,878,7452.998713,30.8495,30.2,13921,-5.7864,72900,-14.033,538,29.3269,39.9351,51.2987,5.8568,10.6494,47.3837,385,3268.11447,64,29.6296,47.6852,22.6852,53.24074074,4.6296,42.1296,89.0058,9.3567,3,4
1111,1111,G42010100280004,1137,14409.42603,-37.3899,38.1,16450,-3.7392,82700,9.3915,466,-26.2658,52.0408,44.3878,6.3514,24.7604,48.4076,626,7933.421893,76,1.25,77.5,21.25,41.07883817,7.8838,50.6224,93.2504,6.7496,6,4
1112,1112,G42010100003001,802,6433.444249,-62.2055,28.7,46373,97.3067,0,0,1788,22.2146,73.1928,19.5783,88.117,12.3077,32.4561,390,3128.482864,76,61.296,28.1961,10.5079,12.00686106,72.7273,11.6638,47.914,28.9507,9,1
1113,1113,G42010100004021,1124,69292.27533,-8.3945,68.4,42553,0.5672,96700,18.0708,778,9.4233,55.1402,0,54.386,4.4304,23.9514,948,58442.23934,51,21.1982,62.4424,16.3594,25.80645161,41.2442,32.9493,90.9253,7.2954,4,1
1114,1114,G42010100030011,690,56827.11973,7.1429,27.8,20048,36.6319,0,0,507,-6.9725,80.9859,8.4507,13.4118,14.8485,61.5658,330,27178.1877,76,0,79.7235,20.2765,25.57603687,36.6359,35.9447,66.8116,31.0145,11,4
1115,1115,G42010100038002,940,2805.118109,-8.1134,45.7,27171,-8.9077,229000,-14.4884,843,15.7967,43.3333,44.6667,26.9076,0,54.2056,428,1277.22399,67,28.4987,59.0331,12.4682,30.52109181,1.737,65.2605,89.7408,9.2873,5,3
1116,1116,G42010100254004,1154,7953.080102,-22.6023,53.4,41580,19.1814,283700,23.0269,778,-7.7106,56.6434,34.2657,52.3337,6.891,49.5697,624,4300.452326,65,0,54.1971,45.8029,39.02439024,0,56.446,68.9775,25.3899,2,2
1117,1117,G42010100256001,963,7323.233762,12.1071,49.7,48943,37.7357,318400,-3.0451,569,-2.735,62.5,37.5,53.9548,1.6908,56.7568,414,3148.306103,76,14.1949,46.1864,39.6186,12.6,8,72,83.2814,11.9418,5,2
1118,1118,G42010100144002,1650,11059.15603,30.9524,30.7,20228,-13.3853,183600,-13.5186,1060,48.2517,59.2466,26.3699,43.9381,22.3647,42.2018,702,4705.1682,76,24.9685,54.855,20.1765,27.26190476,13.5714,49.5238,87.1985,11.5028,2,3
1119,1119,G42010100152001,639,24733.6985,-16.0315,30,6306,-75.8917,0,0,0,0,45.1613,54.8387,3.1153,49.6835,66.0377,316,12231.37516,76,100,0,0,43.80952381,0,56.1905,94.6792,5.3208,6,4
1120,1120,G42010100152005,809,45207.79499,235.6846,20.6,5371,-90.5901,71300,87.6316,704,114.6341,13.7931,86.2069,9.4512,30.1724,69.9588,348,19446.61639,76,46.5517,37.931,15.5172,53.44827586,6.8966,39.6552,33.1194,66.8806,9,4
1121,1121,G42010100289023,1402,41821.03117,-39.3336,27.5,11913,-15.5166,81500,-17.5935,641,-7.3699,21.9101,56.1798,1.9778,17.9601,76.4865,451,13453.12772,70,7.7311,35.7983,56.4706,15.6302521,1.1765,83.1933,75,25,8,4
1122,1122,G42010100289024,1868,60674.02137,5.8357,25.5,9947,-3.5396,92100,1.4317,661,8.5386,7.4534,85.0932,9.2729,0,77.4947,471,15298.4283,66,18.6747,59.2369,22.0884,17.06827309,5.0201,66.0643,91.97,0.9101,8,3
1123,1123,G42010100195022,1492,28729.15474,-22.0481,26.7,7519,-14.3817,57700,41.0758,646,15.5635,38.3333,34.4444,0,22.2445,73.7113,499,9608.477356,76,20.625,44.6875,34.6875,30.3125,25,44.6875,92.3387,3.8978,11,4
1124,1124,G42010100055003,3011,15025.00275,-1.5691,35.9,29241,-0.9585,142800,-9.4483,900,-0.9901,71.134,28.866,23.4579,2.4812,46.7232,1330,6636.749801,44,18.6429,54.7635,26.5936,23.23509253,4.3866,72.3783,90.8668,5.2142,2,3
1125,1125,G42010100271001,829,12653.00189,-20.365,46.6,26153,-13.618,220300,-1.0332,830,30.5031,50.6494,49.3506,22.0521,4.8338,60.9524,331,5052.042976,57,0,56.0976,43.9024,31.95121951,5.122,62.9268,92.6417,7.117,5,3
1126,1126,G42010100282002,1655,12560.02529,-1.4881,35.1,18232,19.9237,102300,23.8499,624,43.4483,27.234,49.3617,16.6667,0,56.5705,624,4735.622828,75,9.3254,52.1825,38.4921,29.03225806,0,61.2903,83.4885,16.5115,8,3
1127,1127,G42010100278002,1306,29519.75363,104.0625,37.4,19179,13.7342,88400,-10.1626,637,28.6869,34.6821,47.1098,21.8593,15.736,61.0442,591,13358.47963,76,7.839,45.5508,46.6102,64.62167689,5.726,26.1759,92.9936,5.8917,3,4
1128,1128,G42010100012014,825,34753.57598,7.7023,41.6,76688,-17.885,540600,15.6859,1051,-23.5636,71.5789,4.7368,96.9432,0,44.0087,459,19335.62591,76,19.0661,63.035,17.8988,13.05970149,45.5224,31.7164,88.3636,11.6364,4,1
1129,1129,G42010100012023,899,39739.37872,40.6886,30.6,67280,-5.7597,500000,17.6471,1273,22.9952,89.4834,5.3506,93.8922,0,15.0338,592,26168.75662,76,10.1788,77.9917,11.8294,18.76606684,37.7892,36.8895,60.9287,27.0668,4,1
1130,1130,G42010100161002,1223,15338.07581,-39.5751,31.2,15156,7.9795,138200,87.2629,553,-9.9349,48.0874,45.3552,10.3408,18.7029,45.269,663,8314.917631,76,9.8616,75.2595,14.8789,22.83737024,12.2837,64.8789,83.8921,9.1578,6,3
1131,1131,G42010100162001,595,17097.0306,124.5283,31.6,10347,-13.0285,176000,5.8965,486,29.2553,21.1957,64.1304,14.4578,6.7742,36.3322,310,8907.696613,61,30.0546,40.9836,28.9617,46.99453552,3.8251,47.541,89.7479,7.8992,8,4
1132,1132,G42010100291002,2096,22169.87624,24.6877,27.6,10690,-10.9241,103200,-8.2667,595,40.6619,52.4561,24.9123,2.7586,7.7348,66.6168,724,7657.915267,59,6.136,46.1028,47.7612,25.59241706,1.4218,67.1406,87.8352,11.159,8,3
1133,1133,G42010100294001,678,18210.54414,-14.6096,39.2,8846,-23.8333,88700,103.908,632,22.4806,26.4463,21.4876,6.8235,6.9079,57.9505,304,8165.199731,76,27.6423,43.0894,29.2683,17.88617886,27.6423,54.4715,88.244,6.1012,5,4
1134,1134,G42010100103001,1262,19450.08083,2.7687,32.6,14893,11.7338,63300,46.1894,649,0.9331,22.449,52.0408,5.4886,19.8068,44.9799,621,9570.919329,72,7.5221,44.0265,48.4513,53.28947368,7.4561,38.3772,93.0807,6.9193,3,4
1135,1135,G42010100248002,1109,13493.58536,-21.7361,35.5,16998,37.0475,87400,14.2484,683,-1.0145,40.7407,28.1481,9.4151,13.5747,58.377,442,5377.966391,76,7.3746,32.1534,60.472,30.38348083,3.8348,65.7817,97.3564,2.2789,3,4
1136,1136,G42010100375002,1822,8480.1599,11.7106,43.4,39321,66.424,248600,30.089,862,27.5148,42.2222,55.5556,50,2.8875,67.7621,658,3062.538537,73,7.8382,75.3477,16.8142,20.3985932,1.1723,71.1606,93.5236,6.2569,2,3
1137,1137,G42010100299004,1685,32506.98691,1.506,27.1,10743,-13.9941,82700,25.1135,694,10.5096,30.7692,63.8462,12.8959,14.5897,69.2171,658,12694.12308,66,15.099,59.6535,25.2475,26.52068127,0,71.7762,92.3442,6.8249,8,3
1138,1138,G42010100306007,2301,34852.71828,89.5387,33,19062,16.1467,139400,-0.1433,633,9.8958,52.1368,39.3162,3.8599,0,62.6324,661,10012.01512,76,10.6613,51.0121,38.3266,7.958477509,4.0369,73.4717,79.4447,20.5553,11,3
1139,1139,G42010100017001,1258,27988.86602,2.946,32.9,69681,9.006,447200,18.0259,1306,32.7236,89.604,10.396,85.8607,9.1581,44.5528,677,15062.37067,76,4.578,70.3863,25.0358,16.56131479,18.4576,53.3502,83.2512,13.6289,10,2
1140,1140,G42010100019001,897,35570.41775,3.341,34.5,66662,63.6681,342300,-5.0749,919,-5.7436,65.5172,20.6897,76.4547,14.4269,37.8753,506,20065.36386,76,7.377,76.7213,15.9016,8.809891808,27.9753,48.5317,83.9477,13.7931,4,2
1141,1141,G42010100027023,670,21333.89113,-19.7605,45.3,37936,25.8785,201200,-13.9803,785,-7.32,54.7368,21.0526,34.2466,5.2478,25.2308,343,10921.67859,76,21.0356,52.4272,26.5372,18.55345912,5.3459,73.2704,91.4925,8.5075,5,3
1142,1142,G42010100167011,652,24229.6835,-26.4938,49.8,19430,54.427,38200,42.5373,587,42.1308,15,85,14.5299,39.0041,32.6531,482,17912.12798,76,36,31.2,32.8,40,36,24,89.4172,10.5828,6,4
1143,1143,G42010100170002,647,2466.607416,-39.814,31.3,8413,42.0635,0,0,159,-18.8776,63.5417,19.4444,10.6509,0,60.0694,288,1097.964352,73,11.0169,67.7966,21.1864,34.74576271,16.9492,48.3051,85.3168,14.6832,5,3
1144,1144,G42010100171001,645,19107.58245,-26.8707,23.7,10070,25.6708,42000,-19.5402,653,-7.5071,38.0165,61.9835,0,32.6471,58.0786,340,10072.214,76,0,92.3077,7.6923,45.50561798,6.7416,28.0899,100,0,6,4
1145,1145,G42010100172011,1119,30960.96767,8.7464,40.1,20066,54.1049,36600,-23.5908,720,26.0946,52.9801,37.0861,7.199,21.0728,51.2136,522,14442.91789,76,0.7444,63.7717,35.4839,38.49878935,2.6634,56.4165,91.7355,8.2645,6,4
1146,1146,G42010100302001,1788,14347.93445,-11.1773,32.3,13813,1.1867,97300,7.9911,729,37.5472,12.6183,87.3817,4.5966,18.9189,70.1667,740,5938.183162,70,10.7422,73.0469,16.2109,24.0234375,9.7656,66.2109,89.8864,10.1136,8,3
1147,1147,G42010100042022,1676,23469.28009,8.8312,34.6,15011,2.067,160500,38.7208,856,32.7132,53.1469,41.2587,5.5312,6.3694,72.7891,471,6595.483845,76,17.893,71.0702,11.0368,26.84124386,4.2553,66.7758,91.5274,7.3986,11,3
1148,1148,G42010100042011,437,19543.5051,-50.171,48.9,23861,-22.5242,164700,-36.0637,0,0,52,0,7.4675,28.8961,42.0091,308,13774.36973,76,8.7248,51.6779,39.5973,20.80536913,8.7248,70.4698,87.7647,12.2353,6,4
1149,1149,G42010100199003,1259,25372.15425,-2.7799,22.9,9610,6.0823,57400,31.6514,602,52.7919,32.9341,31.7365,3.2258,23.516,76.4179,438,8826.849533,76,5.1887,24.0566,70.7547,66.50943396,0,33.4906,98.888,1.112,3,4
1150,1150,G42010100201012,1022,35634.67921,66.1789,32.1,9331,38.053,0,0,0,0,33.6066,66.3934,13.4948,29.7222,62.4506,360,12552.33318,73,0,31.5789,68.4211,68.42105263,0,31.5789,66.9,33,3,4
1151,1151,G42010100207001,1749,9228.639572,-12.8116,26.3,27504,3.7104,231200,-2.2823,1118,44.2581,78.4615,7.1795,73.4244,9.1205,37.276,614,3239.785419,70,33.7871,51.1139,15.099,30.9336333,17.0979,42.8571,59.7101,12.1159,9,1
1152,1152,G42010100207002,1105,27936.53356,-3.3246,34.4,36710,-11.8967,225900,-6.9988,1177,16.998,7.9365,92.0635,44.5498,8.402,44.6043,607,15346.13201,76,24.8764,59.8023,15.3213,9.797822706,0,82.8927,87.6018,10.4977,8,3
1153,1153,G42010100329002,541,4517.290309,-3.9076,37.7,29632,58.9955,167000,124.1611,675,8.3467,52.3585,16.5094,7.4257,22.2535,35.1449,355,2964.210831,50,3.6364,32.4242,63.9394,36.06060606,6.3636,57.5758,92.6063,5.5453,3,4
1154,1154,G42010100329004,494,8758.825494,-16.835,40.3,17691,8.2879,133300,-22.1379,818,33.8789,31.9444,61.8056,7.8591,21.6828,26.8595,309,5478.698538,69,4.6154,43.0769,52.3077,29.20792079,4.4554,58.9109,96.9636,3.0364,6,4
1155,1155,G42010100348011,1120,9383.73089,-10.4,45.9,28396,5.4986,152800,983.6879,496,2.9046,87.2596,4.5673,17.8147,0,60.1547,517,4331.597205,70,8.9552,57.3561,33.6887,6.823027719,1.7058,91.4712,89.1964,10,1,4
1156,1156,G42010100340001,1017,8125.820379,-9.2774,46.8,28854,3.8885,228900,-3.7831,800,25,75.5814,24.4186,18.5806,0,65.6174,413,3299.866093,52,18.3771,48.926,32.6969,6.178489703,13.0435,76.659,95.0803,3.9157,5,3
