,X,GISJOINID,POP15,POP15DEN,PCTPOPCHA,MDAGE,PCINC15,PCTINCCHA,MDHV15,MDHVCHA,MDCRENT15,PCTMDCR,PCTHSAFF15,PCTHSBRD15,PCTBACH15,PCTVA15,PCTFAM15,HSUNIT15,HS15DEN,MDBLDAGE15,PCTCTLT15,PCTCT1540,PCTCTMT40,PCTPT,PCTMBW,PCTCAR,PCTSAMEHS,PCTMETROPC,CL11_2,CL4_2
1157,1157,G42010100065004,766,27909.08355,-45.0896,29.6,15119,-16.7593,67200,3.864,572,-20.4451,58.156,21.9858,9.5445,12.5,44.7619,360,13116.54057,74,6.3241,26.087,67.5889,58.67158672,0,34.6863,93.5526,0.7895,3,4
1158,1158,G42010100065002,568,3464.785391,30.5747,29.9,16002,19.516,66300,95,615,-1.2841,65.5172,34.4828,0,15.8103,38.9671,253,1543.293493,71,6.4516,39.1129,54.4355,54.03225806,0,45.9677,89.7887,1.5845,3,4
1159,1159,G42010100212002,1447,23421.48753,67.4769,30.2,28432,4.8842,216100,-5.2193,824,32.4759,52.3438,41.4062,40.1124,13.0357,69.6099,560,9064.293724,65,15.7252,53.5878,30.687,18.2733813,4.1727,69.4964,89.2832,7.1682,8,3
1160,1160,G42010100213005,795,18110.21639,62.5767,27.9,25925,-16.6184,194600,-15.7211,792,-1.2469,44,43,42.1818,16,35.7143,350,7973.051243,59,14.4118,46.1765,39.4118,11.71428571,2.2857,79.4286,77.6101,16.1006,8,3
1161,1161,G42010100331021,1150,10660.51409,-16.8474,30.5,15574,27.0103,123400,1.6474,730,7.8287,23.4973,56.8306,22.4784,6.8047,69.2063,338,3133.264142,57,29.7619,42.1429,28.0952,17.14285714,7.8571,75,82.9222,16.6034,8,3
1162,1162,G42010100331022,729,16142.52,-45.6376,39.4,31932,82.6669,130300,-9.2618,582,-13.9053,30.1887,40.8805,19.1667,13.8554,29.8368,498,11027.40049,62,18.9441,43.7888,37.2671,15.91591592,3.3033,77.4775,90.6911,7.6164,5,3
1163,1163,G42010100336005,1656,23820.71796,82.5799,37.2,29222,31.5062,191400,-6.5886,743,53.1959,75.6,21.6,31.7185,0,65.8986,651,9364.303982,57,8.6168,77.3243,14.059,12.01814059,0,87.9819,82.8431,17.1569,2,3
1164,1164,G42010100345021,562,10449.9339,-48.8626,52,30574,65.8296,174500,-6.5345,1292,19.4085,60,40,25.4697,0,47.5,320,5950.140296,32,3.2864,42.723,53.9906,7.894736842,0,85.5263,94.6619,5.3381,5,3
1165,1165,G42010100018002,2158,31615.10501,10.4967,34.7,46540,15.5584,365600,-4.9155,1222,72.1127,69.4093,21.73,66.5644,10.8588,49.9446,1013,14840.64012,76,26.1871,59.8561,13.9568,17.26768377,30.8599,47.2954,73.1935,13.8462,4,1
1166,1166,G42010100019003,724,15028.83301,4.6243,29,49590,346.9984,263900,22.7442,743,11.5616,74.5192,12.0192,77.18,15.3005,40,366,7597.44873,76,15.1052,66.7304,18.1644,21.50943396,45.283,31.8868,92.0228,7.265,10,2
1167,1167,G42010100070001,724,26262.65957,-48.0258,32.7,15425,-16.7117,70100,14.1694,605,-12.5723,55.0388,20.9302,4.6316,16.1512,67.623,291,10555.84797,76,8.6466,65.4135,25.9398,49.2481203,0,42.1053,91.8508,5.663,6,4
1168,1168,G42010100070004,447,19688.61505,-55.7864,44.2,24942,30.7301,59900,12.594,321,-52.8634,88.5246,0,4.9689,31.3725,39.0476,306,13478.11231,73,0,83.7209,16.2791,34.88372093,0,65.1163,100,0,6,4
1169,1169,G42010100217004,1432,14654.09659,14.1036,36.1,20488,-43.8654,224000,-2.2261,0,0,52.7778,47.2222,24.9351,0,68.0556,432,4420.788914,64,34.2954,58.2343,7.4703,13.75212224,0,86.2479,98.024,1.976,5,3
1170,1170,G42010100217001,2107,10987.40561,16.4732,38.6,26581,-19.7845,223200,-4.4111,0,0,50,50,33.0954,8.362,71.625,873,4552.446654,51,10.0815,56.5173,33.4012,22.64529058,0.9018,74.8497,98.1016,1.8984,2,3
1171,1171,G42010100238004,969,13452.04418,16.0479,40.2,38474,65.2663,241800,30.3504,806,26.5306,72.4816,24.3243,44.4444,25.2793,28.972,716,9939.797352,76,6.0429,36.4522,57.5049,35.1910828,0,46.4968,92.0537,7.9463,3,4
1172,1172,G42010100336004,1263,15149.44718,-16.0239,36.5,16138,-29.4174,213300,-8.924,691,-8.3554,48.9051,29.927,14.4307,10.536,58.6777,541,6489.193131,50,14.9682,58.9172,26.1146,11.78343949,4.7771,83.4395,66.9335,33.0665,2,3
1173,1173,G42010100340002,1124,12095.6393,-9.135,40.7,24001,-6.3449,190800,-8.4013,0,0,100,0,30.8011,13.6919,68.8385,409,4401.349175,59,14.9533,66.3551,18.6916,14.95327103,2.3364,82.7103,90.8925,2.6412,5,3
1174,1174,G42010100341004,1259,11325.79112,62.2423,36.8,25807,-3.2032,231400,3.0735,617,-1.5949,47.8873,52.1127,16.3406,15.4246,67.2131,577,5190.612768,65,20.4626,48.2206,31.3167,13.70106762,31.8505,54.4484,80.3018,10.0079,8,3
1175,1175,G42010100063004,1698,12012.68682,-5.2984,33.7,15682,1.3442,111300,24.6361,631,45.7275,47.3684,34.9845,5.3807,23.783,58.2117,719,5086.644185,74,5.1667,50.6667,44.1667,33.5,7.6667,58.8333,76.8535,20.434,3,4
1176,1176,G42010100062004,1752,15219.984,14.7348,23.8,15746,40.803,74100,-18.031,809,74.73,45.7516,29.4118,4.9941,12.1094,73.7778,512,4447.849205,71,20.4236,42.6626,36.9138,39.18305598,5.5976,55.2194,90.096,9.904,8,4
1177,1177,G42010100079002,1209,27829.43277,-30.756,35,36356,13.4919,414900,2.7489,715,-7.3834,44.8878,26.9327,66.8137,0,40.8784,592,13626.98445,76,24.734,66.4894,8.7766,27.20306513,38.0587,30.7791,91.1497,4.9628,10,1
1178,1178,G42010100079003,1631,46820.73069,52.4299,27.8,19102,35.3792,358800,4.3023,861,-9.3684,50.5464,49.4536,43.122,13.7615,51.2411,654,18774.2231,76,8.1288,71.1656,20.7055,32.18562874,14.0719,51.3473,84.9629,9.3441,11,4
1179,1179,G42010100239002,411,3774.043425,-53.9754,29.2,42963,70.0024,0,0,1360,63.2653,44.3636,38.5455,84.6154,48.2109,22.5455,531,4875.953914,56,36.6534,50.1992,13.1474,7.569721116,13.1474,79.2829,56.2189,15.9204,6,2
1180,1180,G42010100240003,646,29568.0022,33.1959,30.8,10908,52.923,80000,106.1856,536,51.4124,76.7123,19.863,6.4972,25.7384,79.5455,237,10847.70359,61,0,39.0625,60.9375,66.40625,0,33.5938,90.7591,6.2706,3,4
1181,1181,G42010100245001,1119,28719.16484,7.9074,32.4,16929,62.9826,0,0,0,0,48.9796,30.9524,10.9005,17.3913,48.6842,552,14167.09472,74,0,42.2764,57.7236,24.71042471,0,70.2703,93.2595,5.4478,3,4
1182,1182,G42010100341002,1063,14096.88632,-17.533,34.4,27031,25.4455,203700,8.0637,876,39.7129,73.1183,17.7419,15.495,0,45.8537,410,5437.180989,55,16.0448,46.4552,37.5,8.768656716,0,91.2313,93.1885,1.2833,5,3
1183,1183,G42010100066004,1602,24595.23314,48.4708,26.7,10438,-23.6151,35500,-57.9882,723,7.9104,54.3307,28.7402,8.4524,4.5767,56.3549,437,6709.186569,73,6.2745,47.0588,46.6667,30.78431373,10,57.451,97.3451,2.6549,8,3
1184,1184,G42010100067007,1072,10623.35305,-14.3086,34.4,13706,-10.4593,59500,-28.3995,666,37.037,19.084,80.916,0,13.8489,35.9081,556,5509.87341,73,2.8249,74.2938,22.8814,54.23728814,4.2373,41.5254,84.4216,15.5784,6,4
1185,1185,G42010100094002,1650,32656.72563,18.5345,39.6,14327,33.8972,58800,10.1124,429,17.8571,44.0716,38.9262,9.2105,9.3583,60.3245,748,14804.38228,70,15.2921,50.8591,33.8488,61.80904523,10.7203,24.9581,80.5163,19.4837,11,4
1186,1186,G42010100083012,1922,43695.55432,0.418,55.7,17912,62.4524,66900,-8.3562,287,-36.7841,77.0889,9.7035,10.1852,16.6276,42.1348,854,19415.19427,76,0,62.5541,37.4459,55.19480519,0,44.8052,92.7159,7.2841,11,4
1187,1187,G42010100084002,880,35168.90727,-22.5352,20.1,10291,-7.0958,86400,6.9307,719,21.0438,41.3174,53.2934,8.9701,22.2973,69.5652,296,11829.54154,76,0,38.6667,61.3333,76,0,24,72.7059,26.1176,3,4
1188,1188,G42010100248001,1058,25756.42385,40.1325,30.8,18360,1.2686,99300,-20.56,672,-13.6247,60.2564,17.9487,21.7755,13.7741,66.7732,363,8837.033892,72,4.6429,58.5714,36.7857,19.8019802,0,72.6073,91.0134,5.3537,5,3
1189,1189,G42010100249003,634,32250.04804,35.7602,30.1,12919,-15.8755,72300,20.2995,420,0,0,44.8276,13.6364,28.863,55.3279,343,17447.58119,76,0,66.6667,33.3333,33.33333333,0,66.6667,78.8644,16.877,6,4
1190,1190,G42010100254003,777,21247.20826,13.2653,38,24994,-27.4716,161000,-1.9488,782,11.0795,34.5865,65.4135,53.902,0,47.3529,340,9297.362689,74,17.9245,47.4843,34.5912,35.26011561,3.1792,39.3064,87.0013,6.8211,8,4
1191,1191,G42010100348033,924,14210.10326,28.6908,37.4,28458,-10.3685,189500,-10.8655,812,28.481,54.5455,35.2941,22.5266,0,57.027,370,5690.192865,56,8.9866,50.6692,40.3442,8.986615679,2.1033,88.9101,93.4211,4.8246,5,3
1192,1192,G42010100100004,1667,17615.50036,-29.7514,36.6,15126,-11.3936,150700,9.8397,704,12.64,52.2472,28.0899,8.9932,10.066,68.8073,606,6403.71519,63,0.703,76.0984,23.1986,30.9314587,1.9332,66.9596,98.7132,1.2868,5,3
1193,1193,G42010100105002,2387,22310.35448,56.1151,35.6,8556,-22.5912,94300,37.064,0,0,54.4534,29.5547,7.2714,14.9938,52.3324,807,7542.713055,59,8.204,49.2239,42.5721,49.67320261,3.9216,38.1264,91.7582,7.5655,11,4
1194,1194,G42010100115003,1404,28963.87504,26.7148,47,26654,13.7262,108800,-1.982,748,41.6667,56.3218,13.7931,22.7319,8.0645,66.6667,558,11511.28367,75,19.1933,51.1822,29.6245,22.70341207,5.643,66.0105,99.2877,0.7123,5,3
1195,1195,G42010100088024,1439,39593.15795,93.9353,21.3,5138,-25.5146,0,0,1157,71.9168,19.3146,37.0717,78.3784,14.8541,7.4766,377,10372.91213,57,46.6667,51.1111,2.2222,14.34599156,65.4008,11.8143,71.2995,11.4663,9,1
1196,1196,G42010100088011,2032,49082.59749,235.3135,20,2673,-57.7324,0,0,675,0,29.6296,57.4074,92.1569,0,29.6296,54,1304.360366,54,71.6867,23.494,4.8193,3.350515464,78.3505,2.5773,76.9193,10.6791,9,1
1197,1197,G42010100254002,1063,15528.00675,13.6898,48.7,27389,-2.4608,188200,10.5109,752,52.5355,54.321,45.679,29.304,17.8571,42.9348,672,9816.388088,67,13.2432,33.5135,53.2432,40.81081081,10.2703,47.027,97.0392,2.9608,3,4
1198,1198,G42010100255003,446,4837.704058,-16.3227,46.8,31344,11.0269,256500,24.5146,1026,71.8593,40.6977,59.3023,33.7143,13.5802,52.381,243,2635.789431,76,7.8652,42.6966,49.4382,20.79207921,0,67.3267,89.9103,6.9507,5,3
1199,1199,G42010100261003,1430,22579.87901,44.8835,45.3,23579,-17.8232,203900,20.0118,804,0,81.3559,18.6441,19.8377,8.5763,51.97,583,9205.64298,61,17.0139,49.1319,33.8542,21.52777778,12.5,64.4097,85.035,14.965,5,3
1200,1200,G42010100262001,574,23984.86428,-12.6332,38.9,35514,105.0107,148000,13.4969,1086,53.8244,24.1935,75.8065,26.1224,0,58.9431,246,10279.22755,66,11.7302,40.7625,47.5073,31.71428571,0,65.7143,90.9894,7.2438,8,4
1201,1201,G42010100353021,2050,14955.47214,-6.1355,43.1,26364,4.5941,182900,-7.6729,923,12.6984,50.8969,40.3587,17.9553,2.7455,50.7058,947,6908.698591,47,22.3013,50.2966,27.4021,7.718894009,1.0369,88.3641,91.528,3.6309,2,3
1202,1202,G42010100207004,1512,5808.475179,-1.241,31.2,30405,7.442,209300,0.2875,902,-9.5286,48.1108,51.8892,44.941,17.0673,27.1014,832,3196.197982,76,15.4578,65.1605,19.3817,35.68181818,4.7727,55.1136,82.0106,12.4339,2,3
1203,1203,G42010100101002,666,20873.5618,-30.4075,39.8,23338,56.4104,78900,-3.5452,847,36.3929,18.254,0,6.5126,32.8431,47.0803,408,12787.40723,51,6.6667,71.8841,21.4493,50.14492754,0,49.8551,94.2943,5.7057,6,4
1204,1204,G42010100101007,794,35243.25608,25.6329,53.8,15610,-41.7363,85700,15.1882,486,144.2211,45,41,11.215,19.4064,67.7054,438,19441.49391,74,0,28.9593,71.0407,40.27149321,0,59.7285,87.5315,10.8312,3,4
1205,1205,G42010100262002,926,26629.40911,-14.8114,46.5,21779,12.7453,136400,20.3883,639,-41.3223,8.6957,63.7681,23.4604,7.513,63.0252,386,11100.38004,63,9.5368,48.7738,41.6894,11.05527638,2.2613,78.8945,87.257,12.743,8,3
1206,1206,G42010100263013,945,21971.55225,-1.6649,28.2,18881,-12.6809,154600,44.7566,869,17.7507,62.5,37.5,27.7677,0,58.6626,329,7649.355229,63,8.1218,48.2234,43.6548,34.26395939,7.868,57.868,94.7594,5.2406,5,3
1207,1207,G42010100265005,924,36326.5108,90.1235,34.1,13085,-12.5159,103200,59.5054,759,-5.948,18.9655,81.0345,3.7975,7.5163,67.1378,306,12030.20812,76,6.9124,61.2903,31.7972,28.69565217,11.3043,54.3478,100,0,8,4
1208,1208,G42010100265004,497,17293.92771,-20.7337,48.4,13253,-23.171,101400,-29.338,0,0,31.0345,37.931,1.9737,39.4052,66.8712,269,9360.294877,76,0,90.0901,9.9099,11.71171171,8.1081,80.1802,100,0,6,3
1209,1209,G42010100147002,1743,19701.16357,-5.3746,20.9,9314,15.6588,115200,34.1094,1300,121.843,17.4455,60.7477,21.5686,41.5565,16.8342,681,7697.356507,17,23.5178,51.9763,24.5059,37.01067616,35.5872,16.548,54.3316,29.4894,9,1
1210,1210,G42010100145001,821,10284.34196,-3.7515,35.8,14884,45.1814,151200,87.3606,0,0,53.3784,34.4595,13.211,5.4762,42.5693,420,5261.173717,28,25.1309,42.4084,32.4607,43.97905759,28.2723,27.7487,89.8284,8.4559,3,4
1211,1211,G42010100178006,424,7902.28032,-22.4863,43.1,14076,27.9985,0,0,0,0,100,0,0,21.147,30.9091,279,5199.84955,76,27.7108,56.6265,15.6627,28.91566265,27.7108,43.3735,88.3495,11.6505,6,4
1212,1212,G42010100108002,759,18942.8242,15.7012,25.9,10420,-1.2229,53600,13.5593,467,2.6374,0,75.9615,5.3991,45.6284,54.2714,366,9134.484397,59,17.6796,69.0608,13.2597,49.72375691,17.6796,32.5967,95.7787,4.2213,6,4
1213,1213,G42010100111003,657,19622.90955,-25.8465,34.1,9255,21.1387,54800,9.1633,0,0,32.1918,45.2055,0,37.0572,28.1385,367,10961.3513,71,5.3191,76.0638,18.617,61.70212766,0,38.2979,87.3668,12.6332,6,4
1214,1214,G42010100112004,947,27675.49871,9.6065,31.4,16123,9.6281,98800,98.3936,470,-18.6851,24.6073,75.3927,18.8,10.0251,47.3538,399,11660.53219,76,28.6822,46.77,24.5478,50.90439276,0,49.0956,64.2027,31.2566,11,4
1215,1215,G42010100266007,1000,25562.07308,83.1502,30.6,20499,-36.6748,122500,21.6485,0,0,69.0789,30.9211,21.0602,0,55.3371,356,9100.098017,56,14.6417,34.5794,50.7788,52.95950156,0,47.0405,100,0,3,4
1216,1216,G42010100267001,725,23567.89273,9.6823,49.5,16242,-17.8577,82600,-19.7279,0,0,0,42.8571,25.1825,0,55.3936,343,11150.05132,76,16.6667,60.7407,22.5926,56.66666667,7.7778,35.5556,100,0,6,4
1217,1217,G42010100271003,653,10888.7169,21.3755,33.9,15174,-43.997,117400,22.1644,0,0,0,51.9231,14.4522,5.7143,90.4762,245,4085.353202,71,5.6,67.2,27.2,25.81818182,1.8182,63.2727,73.2704,26.7296,8,3
1218,1218,G42010100348031,1085,3873.568127,5.0339,53.4,30983,21.3925,218000,-1.0889,0,0,26.6667,0,27.3743,7.5556,75,450,1606.548993,59,19.0255,60.0928,20.8817,14.67889908,0,82.3394,98.9862,0.3687,5,3
1219,1219,G42010100358003,2091,14092.10566,21.5698,42.6,29549,4.6353,229000,-0.0873,0,0,0,0,35.0877,0,80.8581,606,4084.082271,46,18.7166,51.0695,30.2139,7.698815567,0,87.225,71.9941,26.9174,2,3
1220,1220,G42010100174002,1328,19748.66315,51.2528,43.4,13355,14.4387,50600,-13.9456,631,58.5427,21.1765,64.7059,4.8806,16.9231,39.8148,650,9666.137835,76,31.117,30.5851,38.2979,31.78294574,6.4599,58.9147,85.7791,13.9939,8,4
1221,1221,G42010100176023,1746,21829.11354,27.0742,22.8,9368,-18.2762,57100,49.0862,625,26.5182,23.4043,56.5957,2.2809,7.0053,72.8814,571,7138.845264,76,14.0909,43.1818,42.7273,28.8590604,5.5928,63.9821,80.908,18.6845,8,4
1222,1222,G42010100125002,2838,43945.3883,97.4948,32.2,80392,69.4211,375600,-3.5439,1727,56.4312,60.1925,29.9213,79.7132,11.7751,27.9678,1690,26169.02968,37,16.9855,60.5217,22.4928,9.142532652,34.6962,51.6752,73.9672,13.3903,4,1
1223,1223,G42010100132001,1365,24700.81203,16.7665,33.8,14277,15.035,0,0,460,85.4839,76.0526,11.0526,14.8196,0,53.3487,433,7835.495685,18,8.982,75.4491,15.5689,26.94610778,8.3832,64.6707,76.4967,20.8426,2,3
1224,1224,G42010100136022,1391,39876.19794,2.2043,33.5,55727,10.4971,382800,11.4086,1319,43.8386,64.6067,26.4045,68.8312,7.9365,49.2163,693,19866.43075,76,14.1935,62.043,23.7634,13.92931393,33.9917,48.2328,80.1887,14.3687,4,1
1225,1225,G42010100136021,663,35095.97067,1.8433,33,45466,-17.6758,332600,-21.7412,1328,68.1013,52.9412,36.7647,71.6738,9.5563,59.6226,293,15509.98402,76,7.5243,75.4854,16.9903,37.70883055,26.253,34.3675,85.4071,12.4424,10,2
1226,1226,G42010100283003,422,10948.01047,-28.8364,55,20193,25.3912,0,0,617,3.5235,10.2941,73.5294,11.7021,19.4656,48.8152,262,6797.106025,70,0,61.875,38.125,38.125,0,61.875,99.0521,0.4739,6,4
1227,1227,G42010100283005,1150,43351.35204,28.7794,21.4,10304,17.9352,122600,79.5022,652,5.5016,37.8947,19.4737,8.2569,26.1044,86.9565,498,18773.02027,65,12.5,49.3056,38.1944,31.25,0,43.0556,87.8531,12.1469,11,4
1228,1228,G42010100284001,1429,39046.56998,11.8153,27.4,12149,0.3386,85900,1.5366,672,-2.4673,28.5714,71.4286,2.3899,4.038,93.5644,421,11503.5731,66,10.4859,57.0332,32.4808,37.59590793,2.046,56.7775,93.212,5.5983,8,4
1229,1229,G42010100286002,554,16064.99604,-62.3385,35.5,10138,-20.8587,77500,-12.231,0,0,0,100,20.4482,14.6597,55.8282,191,5538.65387,76,0,65.0442,34.9558,50,0,50,62.6354,37.3646,6,4
1230,1230,G42010100283004,1706,20588.94269,-19.9812,38,13209,0.4639,64600,9.8639,518,17.7273,30.9278,61.8557,2.5592,13.6445,62.9938,557,6722.18117,73,10.8959,72.8814,16.2228,37.04600484,3.3898,59.5642,90.5437,9.4563,8,3
1231,1231,G42010100198001,1278,13828.2395,39.0642,34.8,12297,-0.6544,56400,35.2518,624,80.3468,62.8931,37.1069,7.5995,8.313,77.3333,409,4425.469449,74,10.1299,55.0649,34.8052,36.67481663,8.0685,49.3888,74.4543,23.0396,11,4
1232,1232,G42010100202005,1345,25344.1794,-4.2705,31,21930,90.216,95000,56.7657,0,0,82.5112,17.4888,6.5,17.9337,74.1093,513,9666.59036,76,23.0198,66.5842,10.396,29.45544554,0,70.5446,89.2193,10.7807,5,3
1233,1233,G42010100211002,1280,9109.296728,-13.1615,37.3,36905,10.547,218900,-3.3554,707,-9.126,56.6667,14.6667,43.6709,12.5645,48.8189,581,4134.766718,74,10.5042,72.409,17.0868,14.18826739,3.2742,75.8527,91.1719,8.3594,5,3
1234,1234,G42010100242003,780,16750.56218,-17.2853,28.7,15934,-30.5526,91400,6.6511,751,17.5274,49.6599,30.6122,6.5817,31.3199,48.8599,447,9599.360634,76,9.3567,41.2281,49.4152,71.34502924,0,28.655,80.1282,19.8718,3,4
1235,1235,G42010100245002,1118,10839.95303,20.4741,25,11735,-31.8841,68200,-6.0606,643,9.9145,42.6316,42.1053,24.4643,18.7368,62.9534,475,4605.525661,76,3.4483,42.3197,54.232,21.31661442,0,67.7116,91.2007,8.066,8,4
1236,1236,G42010100115001,955,31073.59804,4.1439,40.6,19921,-31.9568,109100,-23.0064,0,0,40.7407,59.2593,23.4982,7.6923,69.6429,364,11843.75883,76,9.434,40.1617,50.4043,35.8490566,0,64.1509,94.822,2.6969,8,4
1237,1237,G42010100119004,595,9255.997201,-23.913,51.8,25900,-3.9709,0,0,766,20.2512,50,29.6089,22.6937,11.9141,13.5255,512,7964.824483,58,24.3363,67.6991,7.9646,27.43362832,0,72.5664,94.7899,4.7059,6,3
1238,1238,G42010100122042,1541,5714.498228,-30.4289,58.9,26492,62.3284,167700,-7.7558,813,6.1358,55.1648,36.4835,32.0588,8.6905,17.7314,840,3114.976322,53,6.9672,58.6066,34.4262,36.8852459,4.0984,59.0164,77.5401,16.9786,2,3
1239,1239,G42010100274025,917,30364.51381,-44.1535,37.1,19760,65.7996,91000,4,730,16.0572,82.5581,17.4419,15.1163,13.7767,75.2066,421,13940.52379,63,4.2216,56.9921,38.7863,26.38522427,0,73.6148,93.7841,6.2159,5,3
1240,1240,G42010100276003,919,16225.16473,4.077,38.1,17283,-13.7962,80200,-14.3162,615,16.6983,44.186,38.7597,9.0214,16.0377,33.2584,530,9357.276721,66,0,31.4496,68.5504,62.16216216,0,37.8378,81.8807,18.1193,3,4
1241,1241,G42010100176022,634,21239.07891,-34.3005,16.2,5122,-39.5634,51000,28.1407,574,-19.1549,0,89.6,2.8689,12.1739,64.8515,230,7705.028625,76,27.907,47.6744,24.4186,0,19.7674,80.2326,97.3186,2.6814,8,3
1242,1242,G42010100004022,1925,19053.89049,-0.2074,45.4,81634,69.7737,368500,55.0926,1782,47.8838,53.6313,28.2123,81.0016,18.2687,16.4392,1883,18638.16924,48,24.8954,47.2803,27.8243,18.13819578,38.8676,32.9175,81.5584,16,4,1
1243,1243,G42010100299002,852,12308.5715,11.2272,22.7,11124,-22.5186,81400,23.3333,506,-4.8872,34,66,10.4738,12.5786,41.7266,318,4594.044291,76,10.6796,46.1165,43.2039,15.06849315,1.3699,77.6256,96.1212,3.8788,8,3
1244,1244,G42010100198006,1222,33199.94393,44.7867,24.9,8655,-20.0831,56600,26.9058,560,-3.6145,22.4138,33.6207,6.9079,15.6904,66.005,478,12986.55745,72,20.1474,40.2948,39.5577,42.1686747,19.2771,36.6265,92.6446,7.3554,11,4
1245,1245,G42010100146002,720,21730.93606,28.1139,52.5,23118,-15.806,119300,24.5303,686,4.893,78.7234,21.2766,11.6086,4.5307,47.7966,309,9326.193392,52,27.9863,46.7577,25.256,47.09897611,5.802,47.099,91.1111,5.8333,5,3
1246,1246,G42010100149001,433,12309.88176,-41.9571,43.3,12541,7.7313,61500,-30.5085,470,18.0905,38.6792,50,4.6512,31.0861,47.8261,267,7590.61993,76,12.7778,81.6667,5.5556,53.88888889,9.4444,36.6667,90.9931,8.0831,6,4
1247,1247,G42010100151021,1336,14061.35221,-41.7103,34.9,12635,63.4964,0,0,303,28.3898,52.4272,28.932,5.4144,28.4708,33.3333,994,10461.81444,76,13.8889,43.6111,42.5,39.73333333,9.0667,47.2,90.9431,8.009,3,4
1248,1248,G42010100151022,1183,17107.5013,8.3333,47.3,15809,31.0645,54500,6.6536,418,-18.1996,9.7643,29.9663,11.9518,15.1938,48.6289,645,9327.420403,76,12.1528,47.9167,39.9306,51.38888889,20.8333,27.7778,85.4344,14.5656,3,4
1249,1249,G42010100289025,722,39266.73207,35.9699,20.4,7116,-57.5291,0,0,592,0,0,56.9231,0,24.0506,95.5556,237,12889.49515,70,0,83.4254,16.5746,5.524861878,0,94.4751,77.306,21.2299,8,3
1250,1250,G42010100290004,1636,23980.08214,2.4421,38.4,15523,36.586,89100,0.678,647,-14.6438,65.1515,34.8485,8.9698,2.4691,64.557,567,8310.945339,66,12.9195,36.5772,50.5034,25.08143322,11.7264,54.5603,81.5403,13.2029,5,3
1251,1251,G42010100373001,1520,13193.88242,-1.8088,56.8,39372,42.6677,292300,-8.3699,1030,22.9117,47.619,44.0476,32.6203,2.7356,60,658,5711.562256,55,40.457,52.0161,7.5269,15.99462366,13.4409,70.5645,98.2237,1.7763,2,2
1252,1252,G42010100042013,766,33398.22689,-7.8219,38.7,31574,7.6986,160100,-9.3431,0,0,0,0,6.7474,0,56.383,282,12295.43079,76,18.6869,54.5455,26.7677,27.77777778,12.8788,59.3434,100,0,5,3
1253,1253,G42010100278004,1000,11682.23313,-20.2552,46.3,27507,15.1643,96400,8.3146,711,39.9606,42.7136,57.2864,11.2516,11.9298,50,570,6658.872882,71,4.908,44.4785,50.6135,38.34355828,0,56.135,87.5,10.3,3,4
1254,1254,G42010100281002,992,15701.27036,0.6085,25.7,11033,-13.1875,78300,14.1399,534,-15.1033,42.9412,42.9412,23.8748,5.0992,57.6119,353,5587.246409,76,6.6667,52.2222,41.1111,56.2962963,4.4444,39.2593,93.5484,6.4516,3,4
1255,1255,G42010100012022,1327,52347.09659,27.1073,35.1,67689,25.1947,615000,58.5869,1156,24.0343,53.373,21.0317,87.0476,0,20.7026,797,31439.81611,76,29.1553,65.8038,5.0409,5.912334353,54.1284,13.6595,82.3662,16.0512,4,1
1256,1256,G42010100012011,1046,17803.71283,62.1705,35.4,76456,-2.8489,506100,6.0784,1613,6.7505,57,33,92.5161,2.1898,65.1741,411,6995.531524,76,27.5862,55.1724,17.2414,2.666666667,69.1429,22.0952,92.1606,2.3901,10,2
1257,1257,G42010100158002,1228,46697.81404,50.86,37.4,32162,18.3427,199500,21.2029,857,-18.3031,6.8702,48.0916,44.1324,10.5376,40.8654,465,17682.80418,76,0,74.7352,25.2648,25.71860817,2.8744,67.7761,76.873,14.7394,11,4
1258,1258,G42010100160006,922,20239.10335,88.1633,29.7,20418,-40.2091,133200,8.646,976,885.8586,82.1429,17.8571,38.8037,21.0983,72.1612,346,7595.151582,76,34.7418,23.4742,41.784,27.69953052,13.3803,58.9202,92.4078,5.6399,7,4
1259,1259,G42010100160004,1076,44220.17614,28.0952,34.5,18548,-19.0574,154400,13.3627,760,0,48.0663,45.3039,19.0476,9.5122,49.0566,410,16849.69537,76,20.935,53.6585,25.4065,23.21428571,17.4603,56.9444,84.2007,12.9182,11,4
1260,1260,G42010100298005,758,29638.76915,-12.4711,32.4,17296,11.9772,67100,-5.3597,732,7.6471,42.3645,57.6355,17.1498,5.2308,47.4026,325,12707.91553,76,0,56.9892,43.0108,55.55555556,0,39.0681,80.7388,19.2612,3,4
1261,1261,G42010100298002,984,27925.0061,-29.0555,28.8,12707,17.5703,72600,-21.4286,720,-3.3557,19.5876,76.2887,9.8592,6.7385,55.7803,371,10528.63543,66,11.6208,46.1774,42.2018,29.34472934,9.4017,54.416,88.2479,11.1111,8,4
